text,label,language
i ve always wanted to beat up a nigga in front of his child so the child can grow up and remember it forever,1,en
huobi knows sesuatu caw,0,ms
seterusnya temu anda supomo laman saya saya menendang as anda,1,ms
u can dream all you want but i will never suck your hiv penis faggot as instant message not gay like you homosexual queer catch,1,en
but thats good though who doesnt want to sterilise niggers,1,en
yes after he ships in all the muslims and africans they will kill all dykes like you i agree he is a hero,1,en
they are welcoming if you are white yes but as it happens they have double the levels of immigration that we do uk approx immigrants aus approx immigrants another misnomer,0,en
you could feel them could you this right here this is why you are retarded,0,en
i regret to inform of your imminent demise main put your phones down look your women in the eye,0,en
zfranamirr dari masahiro nanmanjoi bodoh dupa dakhla rempit dia ini la definisi bengap,1,ms
laughing out loud yeah arabs are less amused by this image than you are laughing out loud you and the muslims you talk like can go fuck a goat you want to talk all jew hate and forget your an american you can be the enemy too,1,en
who was known to british authorities prior to the attack that sounds so much better than we did nothing to prevent it i am sure grieving parents siblings friends feel much better knowing this raghead was known to the authorities,1,en
little nigga do not jump in that water cause this shit deep,0,en
nazis mesti diperjuangkan setiap masa .,0,ms
i mean when you believe one faggots obvious live action role play why not believe them all,1,en
"ketidaktahuan anda yang penting kepada pentadbir yang lain , mengganggu orang lain dan menyalahgunakan kuasa domini mereka untuk merosakkan artikel .",1,ms
"drimavet ada pakcik ini , dia cakap letak paku dalam buah bagi anjing makan adoi dengar pun seram , kalau ada orang betul nya camtu moga ada balasan setimpal",0,ms
"pda masa akan datang ini berlaku saya tidak akan melaporkannya , saya akan makan anakanak anda . aduh ! anda tidak boleh mencium kecacatan saya ! saya juara kelas berat dunia fuckin ! saya akan makan wajah awak !",1,ms
"bitchbuss satu lagi melekat hidung anda , dan anda akan kehilangannya !",1,ms
and this is why instant message going to go join the nazi atleast they don nanti hide or change their views every day,0,en
shopeemy kenapa shopeexpress makin lembab ya buatlah ada pilihan untuk kurier semula lembab sangat la servis korang,1,ms
yang persekitaran adalah di mana kami semua meet di mana kami semua mempunyai a bersama minat ia adalah yang satu benda semua daripada kami bahagian . biarlah,0,ms
it funky to me that there are some gays out there that think femme appearing straight passing like i should not feel this overwhelming obligation to cut all my hair off and change who i am to be read accepted as queer non binary,0,en
"wifi uitm ini baik takyah ada lagi bagus kot , lembab hendak mampos",1,ms
"mengapa anda fikir anda boleh membetulkan pengeditan saya apabila saya masuk ke rumah anda dan tidak ada di lantai , saya tidak . lain yang tinggal jauh dari saya .",1,ms
sejak dari sudah tak ada frida ini tapi ada vvip yang jual juga jabatan agama terpaksa pejam mata bang maklum la parti agamawan memegang jawatan harakahdailynet indexphp tiada visa frida tahun ini bakal haji keliru iklan agensi pupuh,0,ms
"ska semua , tapi fav paling fav itu yang killa , langsung cacing sekali dengar , suara di",0,ms
"terima kasih kerana meninggalkan , tidak pernah kembali , fagot .",1,ms
membantu them untuk 50 active tickets !,0,ms
i need audition help i am auditioning for throughly modern millie on thursday and i need a good audition song for mrs meers or muzzy please thank u,0,en
listen you faggots it all bollocks you know vagina is the best,1,en
that ghetto,0,en
more shoe hits to sly and rock,0,en
ugh yes all these muslim,0,en
surprise fucking surprise he deletes his offensive tweets once again to hide his tracks so his moron followers will claim it was fake news made by the secret plot to kill all white people,0,en
i think between a moslem cab driver a convicted drug dealer other moslems at least that a moslem was responsible birminghamstani is like londonistan now a cesspit of moslem filth moab would be useful moslems are the problem,1,en
"wikibreak mempunyai banyak peperiksaan untuk belajar pada masa ini dan sangat kacau dengan bias pada pameran di wikipedia , yang lain mungkin tidak menjawab langsung kepada sebarang komen yang disiarkan , bigdunc",1,ms
for the spice golden capricorn reduce white roots sun nuts sunflower powders fluro grey nuts fluro sun set powders,0,en
make sure you signal and bow before any critique of this dumb coon rand,1,en
it is a sad day when the almighty shows you to your knees he commands you to care for women not rule over them give and take balance fairness you have clearly been burned maybe because your women would not live with your arrogance and latent misogyny,1,en
memanggil tindakan someones bodoh tidak sama seperti memanggil orang bodoh dan mengatakan untuk membesar adalah critisism poititiva bukan serangan peribadi ... planet apa yang awak hidup ... saya fikir anda tidak cencor bagaimana datang di atas telah dibuang pembohong ...,1,ms
"masa aku kecil , keluarga aku susah agak miskin aku tak tahu sedar pun aku miskin , sampailah aku borang masuk asrama , dan ada anak orang kaya dalam itu yang paling celaka adalah aku cuba hendak tiru gaya hidup orang taca j pergi zvi gal",1,ms
so that why we are bringing them in all that muzzie love and tolerance they are just like us only a little more rapey honest the beard on that arselifter and smug expression says super devo extremist throw it in the crusher before any more damage is done,1,en
eldar is queer race imperium of man is patriarchy welcome to the new faggotry laughing my ass off,1,en
saya seorang fag lemak besar yang saya suka jerkoff dalam masa lapang saya,1,ms
i really enjoying this gay moment of yours,0,en
"hermyrahim haha , sanggup pakai aspek hitam hendak penutup baca skrip aktor tangkap muat tahap budak tadika berlakon",0,ms
hey why was there an army of debtors and economic refugees which could flood into the continental interior during the th century in the first place yang know the western frontier settlement etc i know the magic freedom capitalism scroll protects us from stalin but why do you think that was,0,en
hate how impulsive my decisions are when things aren nanti going well like that bitch was not me i don nanti know,0,en
mynews hab ini kau ambil tweet orang tapi kau tk letak skali aku tweet petikan apa lepas itu netizen fb salah sangka dia ingt aku nii bodoh cakap fasal curang,1,ms
i am sick of a white country not killing niggers jews in the damn streets,1,en
racists act like refugees are fleeing problems of their own making who do you think is pillaging these countries brother,0,en
busuk di neraka kamu jahat bajingan kecil .,1,ms
lakukan penyelidikan sila lakukan penyelidikan sebelum membuat perkara yang kontroversial . apa joke ! editor .,1,ms
"vandalisme di sini , cuntmould . apa syaitan yang anda maksudkan dengan vandalisme . adakah anda mencadangkan bahawa lorna adalah , pada hakikatnya , bukan satu kejutan yang saya mencabar anda !",1,ms
"jadual waktu solat harian bagi johor bahru , mersing , kota tinggi isnin julai zulhijjah h imsak pagi subuh pagi syuruk pagi zuhur petang asar petang maghrib malam isyak malam nota hari tasyrik haram puasa",0,ms
nape hendak kene ampun sudah curi berbilion hendak inipun kan gila kau pesalah kene sita harga sampai jadi ber baru kita sembang pengampunan,1,ms
"adakah anda melihat bahawa saya menyeberang keluar menggunakan faktafakta tertentu , anda berbohong kotoran .",1,ms
"tengok rambut gugur ini rasa macam hendak gunting pendek sahaja , tetapi saya benarbenar benarbenar benarbenar love saya long rambut",1,ms
"berhenti mengeluarkan asshola kandungan saya , saya tidak supomo . saya menambah maklumat yang berharga dengan satusatunya niat untuk membantu pengguna akhir .",1,ms
"mengapa komen saya dikeluarkan ini adalah halaman saya . teruskan melakukan haluan , dan saya akan melaporkan keldai anda .",1,ms
tahir gora of tag television discussed di same issue intodays programme as well how people of pak origin becomes jihadi these days they r threatening them in canada these days,0,en
they are vile barbaric low iq ugly sand niggers,1,en
klptyzm anda adalah fagot fucking terbesar di sekeliling anda . hanya kerana anda adalah pentadbir tidak bermakna anda perlu mempunyai anda kepala yang penting lain jauh anda anda keldai untuk melihat di mana orang lain akan datang frim,1,ms
that moslim cocksucker would not dare comel stand on a street corner in middle america and say that shit fuck allah fuck mohammed winning maga thestorm whitegenocide pedogate fuckyourfeelings,1,en
tattyhassan tahun yang naif baru hendak mulakan kerja polos gila sekarang saya dengan singa saya garang lagi,0,ms
salutations kepada yang 9 members daripada yang minnesota polis officers standards papan untuk mengundi kepada approve ini important rules ubah . yang awam deserves explanations dari setiap daripada yang 3 members yang voted terhadap ia .,0,ms
edge smedge have you believe this gay old horse of affection,0,en
as a queer entertainer your work is already constantly undervalued and manipulated to have that done by other faggots that amore,0,en
gembira birthday saya kehidupan talian happybirthdayvarundhawan,0,ms
cara untuk menjadi perkauman rasis perkauman,1,ms
"saya am seperti itu ini comel , wiggly bunny !",0,ms
i kike the idea of an uncensored social media application but why no iphone application why is not there more advertising there also needs to be something more unique about it other than free speech,0,en
if you black and you keep screaming that ghetto you are what wrong with this country not white people,0,en
madam kalau syarikat bagi habis intern awal macam mana madam soalan budak ada ijazah tapi bodoh,1,ms
lah hujan lebat pula apalah nasib aku makin kuat dia duduk mengetuk anak setan,1,ms
jackhammered drilled bahagian 1 lain pratonton dari yang baru panas tempat kejadian with dan bosinn menonton now saya partners,0,ms
